### Hessian from phonopy-FHI-aims 
# 
# initial cell: 
#lattice_vector    0.000000    2.710000    2.710000      1 
#lattice_vector    2.710000    0.000000    2.710000      2 
#lattice_vector    2.710000    2.710000    0.000000      3 
#atom              0.000000    0.000000    0.000000    Si      1 
#atom              1.355000    1.355000    1.355000    Si      2 

# supercell: 
lattice_vector    0.000000    5.420000    5.420000      1 
lattice_vector    5.420000    0.000000    5.420000      2 
lattice_vector    5.420000    5.420000    0.000000      3 
atom              0.000000    0.000000    0.000000    Si      1 
atom              0.000000    2.710000    2.710000    Si      2 
atom              2.710000    0.000000    2.710000    Si      3 
atom              2.710000    2.710000    5.420000    Si      4 
atom              2.710000    2.710000    0.000000    Si      5 
atom              2.710000    5.420000    2.710000    Si      6 
atom              5.420000    2.710000    2.710000    Si      7 
atom              5.420000    5.420000    5.420000    Si      8 
atom              1.355000    1.355000    1.355000    Si      9 
atom              1.355000    4.065000    4.065000    Si     10 
atom              4.065000    1.355000    4.065000    Si     11 
atom              4.065000    4.065000    6.775000    Si     12 
atom              4.065000    4.065000    1.355000    Si     13 
atom              4.065000    6.775000    4.065000    Si     14 
atom              6.775000    4.065000    4.065000    Si     15 
atom              6.775000    6.775000    6.775000    Si     16 

# 
# force constant matrix elements in eV/(Angstrom)^2 
#  1 2 3 means displaced atom 1, in coord 2, force on atom 3 in this line 
force_constants   1.3891621301e+01  -0.0000000000e+00  -6.6613381478e-16      1 1 1 
force_constants   8.8012360790e-01   0.0000000000e+00   8.3266726847e-17      1 1 2 
force_constants  -4.3752331434e-01   1.4571677198e-16  -4.7896088528e-01      1 1 3 
force_constants  -4.3752331434e-01   4.7896088528e-01   1.5959455979e-16      1 1 4 
force_constants  -4.3752331434e-01  -4.7896088528e-01   1.5959455979e-16      1 1 5 
force_constants  -4.3752331434e-01  -1.4571677198e-16   4.7896088528e-01      1 1 6 
force_constants   8.8012360790e-01   0.0000000000e+00   8.3266726847e-17      1 1 7 
force_constants  -1.3146240509e-01   1.3552527156e-20   6.9388939039e-18      1 1 8 
force_constants  -3.5653341378e+00  -2.3779147026e+00  -2.3779147026e+00      1 1 9 
force_constants  -3.5653341378e+00   2.3779147026e+00   2.3779147026e+00      1 1 10 
force_constants  -3.5653341378e+00   2.3779147026e+00  -2.3779147026e+00      1 1 11 
force_constants   1.2275592424e-01  -1.2957753901e-01   1.2957753901e-01      1 1 12 
force_constants  -3.5653341378e+00  -2.3779147026e+00   2.3779147026e+00      1 1 13 
force_constants   1.2275592424e-01   1.2957753901e-01  -1.2957753901e-01      1 1 14 
force_constants   1.2275592424e-01   1.2957753901e-01   1.2957753901e-01      1 1 15 
